gestureTarget,s0,s1,s2,s3,s4,s5,yaw,pitch,roll,timestamp_ms,gestureDetected,active
8,14.1,10.8,12.6,11.7,8.8,22.6,-27.18,-0.25,2.5,170703,0,0
8,14.0,10.8,12.7,11.6,8.8,22.6,-27.19,-0.25,2.47,170764,0,0
8,14.0,10.9,12.7,11.6,8.9,22.6,-27.21,-0.25,2.44,170823,0,0
8,14.0,10.9,12.8,11.6,8.9,22.6,-27.22,-0.25,2.41,170884,0,0
8,14.0,11.0,12.8,11.6,9.0,22.7,-27.23,-0.26,2.37,170944,0,0
8,13.9,11.0,12.9,11.6,9.0,22.8,-27.25,-0.26,2.34,171003,0,0
8,13.9,11.1,12.9,11.6,9.1,22.9,-27.26,-0.26,2.3,171064,0,0
8,13.9,11.1,12.9,11.6,9.1,22.8,-27.27,-0.26,2.27,171123,0,0
8,13.9,11.2,13.0,11.6,9.2,22.9,-27.29,-0.27,2.24,171184,0,0
8,13.9,11.2,13.0,11.6,9.2,22.9,-27.31,-0.27,2.2,171244,0,0
8,13.8,11.2,13.0,11.6,9.3,22.8,-27.33,-0.28,2.17,171303,0,0
8,13.8,11.3,13.1,11.6,9.3,22.9,-27.34,-0.28,2.14,171364,0,0
9,13.8,11.3,13.1,11.6,9.4,23.0,-27.36,-0.29,2.1,171424,0,0
9,13.8,11.4,13.1,11.6,9.4,23.1,-27.38,-0.3,2.07,171484,0,0
9,13.7,11.4,13.2,11.6,9.5,23.1,-27.4,-0.3,2.04,171544,0,0
9,13.7,11.4,13.2,11.6,9.5,23.1,-27.42,-0.31,2.01,171604,0,0
9,13.7,11.5,13.2,11.6,9.6,23.2,-27.44,-0.31,1.98,171664,0,0
9,13.7,11.5,13.2,11.6,9.6,23.2,-27.46,-0.32,1.96,171724,0,0
9,13.7,11.5,13.3,11.5,9.7,23.2,-27.48,-0.32,1.93,171784,0,0
9,13.7,11.6,13.3,11.5,9.8,23.3,-27.5,-0.33,1.91,171844,0,0
9,13.6,11.6,13.3,11.5,9.8,23.4,-27.52,-0.33,1.88,171905,0,0
9,13.6,11.6,13.3,11.5,9.9,23.5,-27.53,-0.33,1.86,171964,0,0
9,13.6,11.7,13.3,11.5,9.9,23.5,-27.55,-0.33,1.84,172024,0,0
9,13.6,11.7,13.3,11.5,10.0,23.6,-27.56,-0.33,1.83,172085,0,0
9,13.6,11.7,13.4,11.5,10.0,23.6,-27.58,-0.32,1.8,172144,0,0
9,13.6,11.7,13.4,11.5,10.1,23.7,-27.59,-0.32,1.77,172205,0,0
9,13.6,11.8,13.4,11.5,10.1,23.7,-27.61,-0.32,1.75,172265,0,0
9,13.6,11.8,13.4,11.5,10.1,23.8,-27.62,-0.32,1.72,172324,0,0
9,13.5,11.8,13.5,11.5,10.1,23.8,-27.63,-0.32,1.7,172385,0,0
9,13.5,11.8,13.5,11.5,10.2,23.9,-27.64,-0.31,1.68,172445,0,0
9,13.5,11.8,13.5,11.5,10.2,23.9,-27.65,-0.31,1.66,172505,0,0
9,13.5,11.9,13.5,11.5,10.2,24.0,-27.66,-0.31,1.64,172565,0,0
9,13.5,11.9,13.5,11.5,10.2,24.0,-27.68,-0.31,1.62,172624,0,0
9,13.4,11.9,13.6,11.5,10.2,24.2,-27.69,-0.31,1.6,172685,0,0
9,13.4,12.0,13.6,11.5,10.3,24.3,-27.7,-0.3,1.58,172745,0,0
9,13.4,12.0,13.6,11.5,10.3,24.4,-27.71,-0.3,1.56,172805,0,0
9,13.4,12.0,13.6,11.5,10.3,24.5,-27.72,-0.3,1.54,172865,0,0
9,13.4,12.0,13.6,11.5,10.4,24.4,-27.73,-0.3,1.52,172925,0,0
9,13.4,12.1,13.7,11.5,10.4,24.5,-27.75,-0.3,1.5,172985,0,0
9,13.4,12.1,13.7,11.5,10.4,24.7,-27.76,-0.31,1.48,173045,0,0
9,13.4,12.1,13.7,11.5,10.5,24.7,-27.77,-0.31,1.46,173105,0,0
9,13.4,12.1,13.7,11.5,10.5,24.8,-27.78,-0.31,1.44,173165,0,0
9,13.4,12.1,13.7,11.5,10.5,24.9,-27.8,-0.31,1.42,173225,0,0
9,13.3,12.2,13.7,11.5,10.5,25.0,-27.81,-0.31,1.4,173285,0,0
9,13.3,12.2,13.7,11.5,10.5,24.9,-27.82,-0.31,1.38,173345,0,0
9,13.3,12.2,13.8,11.5,10.5,25.0,-27.83,-0.31,1.36,173406,0,0
9,13.3,12.2,13.8,11.5,10.6,25.0,-27.84,-0.31,1.34,173465,0,0
9,13.3,12.3,13.8,11.5,10.6,25.1,-27.86,-0.32,1.32,173526,0,0
9,13.3,12.3,13.8,11.5,10.6,25.2,-27.87,-0.32,1.3,173586,0,0
9,13.3,12.3,13.8,11.4,10.6,25.3,-27.88,-0.32,1.28,173645,0,0
9,13.3,12.3,13.8,11.4,10.6,25.3,-27.89,-0.32,1.26,173706,0,0
9,13.2,12.4,13.8,11.4,10.7,25.4,-27.91,-0.32,1.24,173765,0,0
9,13.2,12.4,13.8,11.4,10.7,25.5,-27.92,-0.33,1.23,173826,0,0
9,13.2,12.4,13.8,11.4,10.7,25.6,-27.93,-0.33,1.21,173886,0,0
9,13.2,12.4,13.8,11.4,10.8,25.6,-27.94,-0.33,1.19,173945,0,0
9,13.2,12.5,13.8,11.4,10.8,25.6,-27.95,-0.33,1.18,174006,0,0
9,13.2,12.5,13.9,11.4,10.8,25.7,-27.96,-0.33,1.16,174066,0,0
9,13.2,12.5,13.9,11.4,10.9,25.8,-27.98,-0.33,1.15,174126,0,0
9,13.2,12.6,13.9,11.4,10.9,25.9,-27.99,-0.33,1.14,174186,0,0
9,13.2,12.6,13.9,11.4,10.9,25.9,-28.0,-0.33,1.13,174246,0,0
9,13.1,12.6,13.9,11.4,10.9,26.0,-28.01,-0.33,1.11,174306,0,0
9,13.1,12.7,13.9,11.4,11.0,26.1,-28.02,-0.33,1.1,174366,0,0
9,13.1,12.7,13.9,11.4,11.0,26.1,-28.02,-0.34,1.09,174427,0,0
9,13.1,12.7,13.9,11.4,11.1,26.1,-28.03,-0.34,1.08,174486,0,0
9,13.1,12.7,13.9,11.4,11.1,26.3,-28.04,-0.34,1.07,174546,0,0
9,13.1,12.8,13.9,11.4,11.2,26.3,-28.04,-0.34,1.05,174606,0,0
9,13.1,12.8,13.9,11.4,11.2,26.4,-28.04,-0.34,1.05,174666,0,0
9,13.0,12.9,14.0,11.4,11.4,26.5,-28.03,-0.35,1.04,174727,0,0
9,13.0,13.0,14.0,11.4,11.5,26.5,-28.02,-0.35,1.04,174786,0,0
9,13.0,13.1,14.1,11.4,11.7,26.5,-28.01,-0.37,1.04,174846,0,0
9,13.0,13.2,14.1,11.4,11.9,26.5,-27.99,-0.38,1.04,174906,0,0
9,13.0,13.4,14.2,11.3,12.1,26.5,-27.97,-0.39,1.05,174966,0,0
9,13.0,13.5,14.2,11.3,12.4,26.6,-27.94,-0.41,1.06,175027,0,0
9,13.0,13.7,14.3,11.3,12.7,26.7,-27.92,-0.42,1.07,175086,0,0
9,13.0,13.9,14.3,11.3,12.9,26.8,-27.89,-0.44,1.08,175147,0,0
9,13.0,14.1,14.4,11.3,13.3,26.9,-27.87,-0.46,1.08,175207,0,0
9,13.0,14.4,14.5,11.3,13.7,27.1,-27.84,-0.48,1.09,175266,0,1
9,13.0,14.7,14.6,11.3,14.1,27.3,-27.82,-0.49,1.09,175327,0,1
9,13.0,15.0,14.6,11.3,14.5,27.4,-27.78,-0.51,1.1,175387,0,1
9,13.0,15.5,14.7,11.3,15.0,27.4,-27.73,-0.54,1.12,175447,0,1
9,13.0,16.4,14.8,11.3,15.5,27.5,-27.66,-0.59,1.16,175507,0,1
9,13.0,17.6,14.9,11.3,15.9,27.5,-27.55,-0.65,1.21,175567,0,1
9,13.1,19.5,15.0,11.3,16.4,27.6,-27.4,-0.73,1.3,175627,0,1
9,13.3,22.4,15.1,11.3,16.9,27.6,-27.18,-0.85,1.44,175687,0,1
9,13.5,26.8,15.3,11.3,17.6,27.6,-26.89,-0.99,1.62,175747,0,1
9,13.7,32.8,15.6,11.2,18.2,27.4,-26.53,-1.17,1.82,175807,0,1
9,14.1,39.0,15.8,11.2,19.0,27.3,-26.06,-1.38,2.04,175867,0,1
9,14.5,43.7,16.1,11.2,19.8,27.1,-25.48,-1.62,2.28,175927,0,1
9,15.0,46.7,16.3,11.2,20.5,26.8,-24.76,-1.89,2.5,175987,0,1
9,15.6,48.9,16.6,11.2,21.3,26.4,-23.9,-2.18,2.71,176048,0,1
9,16.3,50.5,16.9,11.2,22.1,26.0,-22.86,-2.48,2.89,176107,0,1
9,17.1,51.8,17.2,11.1,22.6,25.3,-21.64,-2.8,3.05,176167,0,1
9,18.0,53.2,17.5,11.1,23.0,24.4,-20.23,-3.14,3.2,176228,0,1
9,19.0,55.3,17.9,11.1,24.0,23.0,-18.53,-3.51,3.39,176287,0,1
9,20.3,57.5,18.3,11.0,25.0,21.3,-16.51,-3.89,3.59,176348,0,1
9,21.7,59.2,18.7,11.0,26.0,19.0,-14.15,-4.29,3.81,176407,0,1
9,23.2,60.9,19.1,11.0,27.2,16.2,-11.47,-4.7,4.05,176467,0,1
9,25.0,62.3,19.4,11.0,28.4,12.7,-8.51,-5.15,4.35,176528,0,1
9,26.9,63.5,19.5,11.0,29.7,8.6,-5.34,-5.65,4.7,176587,0,1
9,28.9,64.6,19.4,10.9,31.3,3.7,-1.99,-6.2,5.15,176648,0,1
9,31.0,65.6,19.2,10.8,32.9,0.0,1.52,-6.78,5.73,176707,0,1
9,32.9,66.4,19.1,10.6,34.3,0.0,5.08,-7.33,6.41,176768,0,1
9,34.7,67.1,18.9,10.5,35.9,0.0,8.56,-7.83,7.17,176828,0,1
9,36.6,67.6,18.6,10.3,37.3,0.0,11.89,-8.31,7.97,176888,0,1
9,38.1,68.0,18.2,10.2,38.7,0.0,14.98,-8.79,8.8,176948,0,1
9,39.4,68.2,17.8,9.9,39.9,0.0,17.87,-9.3,9.77,177008,0,1
9,40.4,68.5,17.3,9.7,40.8,0.0,20.6,-9.85,10.94,177068,0,1
9,41.5,68.6,16.8,9.5,41.4,0.0,23.14,-10.4,12.21,177128,0,1
9,42.4,68.7,16.2,9.2,42.0,0.0,25.48,-10.91,13.54,177188,0,1
9,43.1,68.9,15.6,9.0,42.5,0.0,27.6,-11.39,14.79,177248,0,1
9,43.7,69.1,14.8,8.6,42.9,0.0,29.58,-11.87,16.0,177308,0,1
9,44.3,69.3,13.9,8.4,43.1,0.0,31.51,-12.37,17.19,177368,0,1
9,44.8,69.5,13.0,8.1,43.2,0.0,33.48,-12.95,18.48,177428,0,1
9,45.1,69.3,12.3,7.8,43.2,0.0,35.49,-13.61,19.79,177488,0,1
9,45.5,69.3,11.5,7.5,43.3,0.0,37.48,-14.3,21.09,177548,0,1
9,45.9,69.3,10.5,7.2,43.3,0.0,39.39,-15.03,22.39,177608,0,1
9,46.1,69.2,9.7,6.9,43.3,0.0,41.19,-15.79,23.68,177669,0,1
9,46.4,69.0,8.9,6.7,43.1,0.0,42.86,-16.62,24.92,177728,0,1
9,46.5,68.7,8.0,6.4,42.8,0.0,44.41,-17.53,26.09,177788,0,1
9,46.5,68.3,7.1,6.1,42.4,0.0,45.8,-18.46,27.12,177849,0,1
9,46.6,67.9,6.3,5.9,42.0,0.0,47.07,-19.37,27.95,177908,0,1
9,46.5,67.5,5.5,5.8,41.6,0.0,48.26,-20.27,28.59,177969,0,1
9,46.4,67.2,4.7,5.7,41.1,0.0,49.45,-21.15,29.07,178028,0,1
9,46.4,67.0,3.9,5.6,40.9,0.0,50.65,-22.04,29.46,178088,0,1
9,46.3,66.8,3.2,5.4,40.4,0.0,51.83,-22.95,29.85,178149,0,1
9,46.2,66.7,2.4,5.3,40.2,0.0,52.93,-23.89,30.25,178208,0,1
9,46.2,66.6,1.8,5.3,39.7,0.0,53.93,-24.86,30.64,178269,0,1
9,46.3,66.4,1.3,5.2,39.3,0.0,54.84,-25.87,30.95,178329,0,1
9,46.6,66.2,0.7,5.1,38.9,0.0,55.71,-26.87,31.13,178388,0,1
9,47.0,65.9,0.4,5.0,38.5,0.0,56.54,-27.86,31.18,178449,0,1
9,47.4,65.3,0.1,5.0,37.9,0.0,57.35,-28.84,31.16,178509,0,1
9,47.9,64.2,0.1,5.0,37.1,0.0,58.16,-29.85,31.07,178569,0,1
9,48.6,62.6,0.2,5.0,36.3,0.0,58.89,-30.96,30.94,178629,0,1
9,49.2,60.6,0.4,5.0,35.5,0.0,59.49,-31.97,30.71,178689,0,1
9,49.7,58.4,0.5,5.1,34.6,0.0,59.96,-32.83,30.42,178749,0,1
9,50.1,56.0,0.8,5.0,33.7,0.0,60.3,-33.5,29.97,178809,0,1
9,50.5,53.5,1.1,5.0,32.8,0.0,60.59,-34.06,29.4,178869,0,1
9,50.9,51.3,1.4,5.1,31.9,0.0,60.94,-34.58,28.76,178929,0,1
9,51.2,50.2,1.6,5.1,31.1,0.0,61.41,-35.03,28.1,178990,0,1
9,51.6,51.0,1.7,5.1,30.5,0.0,61.99,-35.42,27.48,179049,0,1
9,52.0,52.5,1.8,5.2,30.1,0.0,62.64,-35.8,27.02,179109,0,1
9,52.2,54.4,2.0,5.2,30.2,0.0,63.34,-36.16,26.78,179170,0,1
9,52.5,56.4,2.0,5.1,30.7,0.0,64.06,-36.45,26.6,179229,0,1
9,52.8,58.6,2.0,5.1,31.6,0.0,64.77,-36.65,26.42,179290,0,1
9,53.0,60.9,2.1,5.1,32.8,0.0,65.51,-36.75,26.21,179349,0,1
9,53.2,62.7,2.1,5.0,34.1,0.0,66.27,-36.75,25.97,179409,0,1
9,53.5,63.7,2.1,5.0,35.3,0.0,67.07,-36.67,25.74,179470,0,1
9,53.7,64.5,2.1,5.0,36.4,0.0,67.94,-36.6,25.54,179529,0,1
9,54.0,65.1,2.1,4.9,37.6,0.0,68.89,-36.55,25.36,179590,0,1
9,54.2,65.6,2.1,4.9,38.9,0.0,69.9,-36.52,25.22,179650,0,1
9,54.5,66.0,2.0,4.8,40.1,0.0,70.91,-36.48,25.08,179709,0,1
9,54.8,66.3,2.0,4.8,41.3,0.0,71.94,-36.41,25.02,179770,0,1
9,55.0,66.3,1.9,4.7,42.4,0.0,73.04,-36.35,24.98,179830,0,1
9,55.2,66.3,1.8,4.7,43.3,0.0,74.2,-36.32,24.96,179890,0,1
9,55.4,66.4,1.8,4.6,44.1,0.0,75.39,-36.3,24.91,179950,0,1
9,55.5,66.4,1.7,4.6,44.6,0.0,76.56,-36.25,24.85,180011,0,1
9,55.5,66.3,1.7,4.5,45.0,0.0,77.69,-36.2,24.79,180070,2,1
9,55.5,66.3,1.6,4.4,45.5,0.0,78.77,-36.15,24.74,180130,2,1
9,55.4,66.2,1.5,4.4,45.8,0.0,79.85,-36.11,24.7,180190,2,1
9,55.4,66.1,1.5,4.3,46.0,0.0,80.94,-36.09,24.68,180250,2,1
9,55.3,66.1,1.4,4.3,46.3,0.0,81.99,-36.08,24.65,180311,9,1
9,55.2,66.0,1.4,4.3,46.4,0.0,83.02,-36.07,24.61,180370,9,1
9,55.2,65.9,1.3,4.2,46.3,0.0,84.03,-36.06,24.56,180430,9,1
9,55.1,65.8,1.2,4.2,46.5,0.0,85.03,-36.04,24.52,180491,9,1
9,55.1,65.8,1.1,4.1,46.6,0.0,86.0,-36.01,24.48,180550,9,1
9,55.1,65.8,1.0,4.1,46.6,0.0,86.89,-35.97,24.44,180611,9,1
9,55.1,65.9,0.8,4.0,46.8,0.0,87.72,-35.93,24.4,180671,9,1
9,55.2,66.0,0.7,4.0,46.9,0.0,88.48,-35.89,24.35,180730,9,1
9,55.2,66.1,0.6,3.9,47.2,0.0,89.14,-35.86,24.29,180791,9,1
9,55.2,66.3,0.4,3.8,47.5,0.0,89.7,-35.82,24.22,180850,9,1
9,55.2,66.5,0.2,3.8,47.7,0.0,90.18,-35.79,24.13,180911,9,1
9,55.2,66.7,0.0,3.7,48.1,0.0,90.61,-35.78,24.03,180971,9,1
9,55.2,67.1,0.0,3.6,48.5,0.0,91.0,-35.76,23.9,181030,9,1
9,55.3,67.5,0.0,3.6,49.0,0.0,91.38,-35.75,23.76,181091,9,1
9,55.4,67.9,0.0,3.5,49.5,0.0,91.74,-35.74,23.61,181151,9,1
9,55.4,68.4,0.0,3.4,49.9,0.0,92.09,-35.73,23.45,181211,9,1
9,55.5,68.8,0.0,3.4,50.2,0.0,92.46,-35.72,23.26,181271,9,1
9,55.5,69.2,0.0,3.3,50.5,0.0,92.81,-35.72,23.07,181330,9,1
9,55.5,69.4,0.0,3.3,50.7,0.0,93.17,-35.71,22.86,181391,9,1
9,55.6,69.7,0.0,3.2,50.9,0.0,93.51,-35.7,22.63,181451,9,1
9,55.6,69.9,0.0,3.1,51.0,0.0,93.84,-35.69,22.4,181511,9,1
9,55.6,70.1,0.0,3.1,51.0,0.0,94.16,-35.68,22.17,181571,9,1
9,55.5,70.3,0.0,3.0,51.1,0.0,94.48,-35.67,21.92,181632,9,1
9,55.5,70.4,0.0,3.0,51.2,0.0,94.78,-35.67,21.67,181691,9,1
9,55.5,70.6,0.0,3.0,51.0,0.0,95.07,-35.66,21.42,181751,9,1
9,55.4,70.6,0.0,2.9,50.9,0.0,95.36,-35.66,21.16,181812,9,1
9,55.4,70.7,0.0,2.9,50.9,0.0,95.62,-35.66,20.9,181871,9,1
9,55.4,70.8,0.0,2.9,50.8,0.0,95.86,-35.66,20.63,181932,9,1
9,55.4,70.8,0.0,2.9,50.7,0.0,96.08,-35.66,20.36,181991,9,1
9,55.3,70.9,0.0,2.9,50.7,0.0,96.29,-35.66,20.09,182051,9,1
9,55.3,70.9,0.0,2.8,50.5,0.0,96.48,-35.66,19.81,182112,9,1
9,55.3,70.9,0.0,2.8,50.5,0.0,96.66,-35.66,19.53,182171,9,1
9,55.3,70.9,0.0,2.8,50.4,0.0,96.83,-35.66,19.25,182232,9,1
9,55.3,71.0,0.0,2.8,50.4,0.0,97.0,-35.66,18.97,182292,9,1
9,55.3,71.0,0.0,2.8,50.4,0.0,97.15,-35.66,18.7,182351,9,1
9,55.3,71.0,0.0,2.8,50.2,0.0,97.31,-35.66,18.42,182412,9,1
9,55.3,71.1,0.0,2.7,50.1,0.0,97.45,-35.67,18.16,182472,9,1
9,55.2,71.1,0.0,2.7,50.0,0.0,97.58,-35.67,17.9,182532,9,1
9,55.2,71.1,0.0,2.7,50.0,0.0,97.71,-35.67,17.65,182592,9,1
9,55.2,71.0,0.0,2.7,50.0,0.0,97.82,-35.68,17.41,182651,9,1
9,55.2,71.0,0.0,2.7,49.9,0.0,97.93,-35.68,17.18,182712,9,1
9,55.2,71.0,0.0,2.7,49.9,0.0,98.02,-35.69,16.96,182772,9,1
9,55.1,71.0,0.0,2.7,49.8,0.0,98.11,-35.69,16.75,182832,9,1
9,55.1,71.0,0.0,2.7,49.7,0.0,98.2,-35.7,16.55,182892,9,1
9,55.1,71.0,0.0,2.7,49.7,0.0,98.29,-35.7,16.35,182952,9,1
9,55.1,71.0,0.0,2.8,49.7,0.0,98.37,-35.71,16.16,183012,9,1
9,55.1,71.0,0.0,2.8,49.6,0.0,98.44,-35.71,15.98,183072,9,1
9,55.1,71.0,0.0,2.8,49.6,0.0,98.51,-35.71,15.82,183132,9,1
9,55.0,71.0,0.0,2.8,49.6,0.0,98.55,-35.72,15.66,183192,9,1
9,55.0,71.0,0.0,2.8,49.5,0.0,98.55,-35.72,15.51,183252,9,1
9,54.9,70.9,0.0,2.8,49.4,0.0,98.48,-35.72,15.37,183312,9,1
9,54.9,70.9,0.0,2.8,49.3,0.0,98.32,-35.7,15.22,183372,9,1
9,54.9,70.8,0.0,2.8,49.2,0.0,98.04,-35.68,15.04,183433,9,1
9,54.8,70.7,0.0,2.8,49.0,0.0,97.6,-35.63,14.84,183492,9,1
9,54.8,70.5,0.0,2.8,48.8,0.0,96.97,-35.57,14.62,183553,9,1
9,54.7,70.4,0.0,2.8,48.6,0.0,96.17,-35.49,14.41,183613,9,1
9,54.6,70.1,0.0,2.8,48.4,0.0,95.11,-35.41,14.19,183672,9,1
9,54.5,69.8,0.0,2.9,48.2,0.0,93.69,-35.31,13.95,183733,9,1
9,54.3,69.4,0.0,2.9,47.9,0.0,91.71,-35.19,13.64,183792,9,1
9,54.1,68.9,0.0,2.9,47.6,0.0,88.9,-35.03,13.25,183853,9,1
9,53.8,68.1,0.0,3.0,47.2,0.0,85.0,-34.85,12.75,183913,9,1
9,53.4,66.7,0.0,3.0,46.9,0.0,79.74,-34.67,12.16,183972,9,1
9,52.9,63.9,1.0,3.1,46.4,0.0,72.58,-34.51,11.46,184033,2,1
9,52.4,59.4,2.4,3.1,45.9,0.0,63.04,-34.36,10.61,184093,2,1
9,51.7,54.1,3.7,3.2,45.3,0.0,51.41,-34.22,9.64,184153,2,1
9,51.1,48.7,4.8,3.2,44.5,0.0,38.75,-34.1,8.66,184213,0,1
9,50.4,44.1,5.9,3.3,43.8,0.0,26.56,-33.97,7.77,184272,0,1
9,49.6,40.6,6.9,3.4,43.0,0.0,16.06,-33.84,7.04,184333,0,1
9,48.7,37.9,7.7,3.4,42.1,0.0,7.5,-33.68,6.5,184393,0,1
9,47.6,35.7,8.4,3.5,41.2,0.0,0.55,-33.48,6.1,184454,0,1
9,46.5,33.8,9.2,3.5,40.4,1.3,-5.09,-33.25,5.86,184513,0,1
9,45.1,32.2,9.7,3.6,39.5,11.2,-9.75,-32.96,5.75,184573,0,1
9,43.7,30.8,10.2,3.6,38.6,19.9,-13.78,-32.64,5.65,184633,0,1
9,42.1,29.7,10.6,3.6,37.7,27.1,-17.25,-32.26,5.59,184693,0,1
9,40.5,28.7,10.9,3.7,36.9,33.0,-20.17,-31.78,5.53,184754,0,1
9,39.0,27.9,11.1,3.7,36.3,37.8,-22.66,-31.22,5.46,184813,0,1
9,37.5,27.1,11.3,3.7,35.6,41.2,-24.82,-30.59,5.37,184873,0,1
9,36.1,26.2,11.6,3.8,34.8,43.9,-26.73,-29.86,5.26,184933,0,1
9,34.8,25.4,11.7,3.8,34.1,46.7,-28.46,-29.04,5.14,184993,0,1
9,33.4,24.7,11.9,3.8,33.6,48.5,-30.03,-28.13,5.01,185054,0,1
9,32.1,23.9,12.0,3.8,33.2,50.5,-31.52,-27.11,4.82,185113,0,1
9,30.8,23.0,12.0,3.9,32.8,52.2,-32.92,-25.95,4.64,185174,0,1
9,29.6,21.9,11.9,3.9,32.3,53.2,-34.23,-24.66,4.45,185234,0,1
9,28.2,20.5,11.7,3.9,31.8,54.5,-35.52,-23.29,4.25,185293,0,1
9,26.8,19.1,11.4,3.8,31.3,55.6,-36.72,-21.85,4.06,185354,0,1
9,25.4,17.6,11.0,3.8,30.8,56.9,-37.79,-20.36,3.86,185414,0,1
9,24.0,16.1,10.6,3.8,30.3,57.4,-38.79,-18.8,3.65,185474,0,1
9,22.7,14.6,10.0,3.7,29.6,57.9,-39.74,-17.21,3.42,185534,0,1
9,21.5,13.3,9.4,3.6,29.0,58.3,-40.6,-15.59,3.19,185594,0,1
9,20.3,12.1,8.8,3.6,28.3,58.6,-41.36,-14.08,2.96,185654,0,1
9,19.3,11.2,8.2,3.5,27.7,58.5,-42.04,-12.71,2.75,185714,0,1
9,18.5,10.4,7.6,3.4,26.9,58.8,-42.64,-11.47,2.54,185775,0,1
9,17.7,9.9,6.9,3.4,26.2,59.1,-43.18,-10.37,2.34,185834,0,1
9,17.2,9.4,6.0,3.3,25.6,59.1,-43.66,-9.42,2.16,185894,0,1
9,16.6,9.0,5.0,3.3,24.8,60.0,-44.08,-8.61,1.99,185954,0,1
9,16.1,8.7,3.9,3.2,24.1,60.0,-44.43,-7.91,1.83,186014,0,1
9,15.6,8.5,3.0,3.2,23.5,60.2,-44.74,-7.28,1.69,186075,0,1
9,15.3,8.3,2.2,3.1,22.8,60.7,-45.02,-6.71,1.58,186134,0,1
9,14.9,8.2,1.7,3.1,22.2,60.7,-45.25,-6.2,1.49,186194,0,1
9,14.7,8.1,1.3,3.0,21.8,60.7,-45.47,-5.74,1.42,186255,0,0
9,14.4,8.1,1.1,3.0,21.4,60.6,-45.66,-5.34,1.36,186314,0,0
9,14.2,8.1,0.9,2.9,21.0,60.8,-45.84,-4.98,1.31,186375,0,0
9,14.0,8.0,0.7,2.9,20.6,60.9,-46.0,-4.66,1.27,186434,0,0
9,13.8,8.1,0.6,2.8,20.3,60.9,-46.15,-4.37,1.24,186494,0,0
9,13.6,8.1,0.7,2.8,20.0,61.3,-46.28,-4.11,1.22,186555,0,0
9,13.4,8.1,0.7,2.8,19.8,61.2,-46.4,-3.87,1.21,186614,0,0
9,13.3,8.1,0.8,2.7,19.6,61.0,-46.5,-3.65,1.21,186675,0,0
9,13.1,8.1,0.9,2.7,19.3,61.0,-46.6,-3.44,1.23,186735,0,0
9,12.9,8.2,1.0,2.7,19.2,60.8,-46.69,-3.26,1.24,186795,0,0
9,12.7,8.2,1.1,2.6,19.0,60.7,-46.77,-3.09,1.27,186855,0,0
9,12.6,8.2,1.2,2.6,18.9,60.5,-46.84,-2.94,1.29,186914,0,0
9,12.5,8.2,1.2,2.6,18.8,60.5,-46.9,-2.79,1.32,186975,0,0
9,12.4,8.3,1.3,2.6,18.7,60.3,-46.94,-2.65,1.35,187035,0,0
9,12.4,8.3,1.3,2.6,18.7,60.1,-46.98,-2.51,1.39,187095,0,0
9,12.3,8.4,1.4,2.6,18.6,59.9,-47.01,-2.37,1.43,187155,0,0
9,12.3,8.4,1.5,2.6,18.5,60.0,-47.02,-2.22,1.46,187215,0,0
9,12.3,8.5,1.5,2.5,18.5,59.9,-47.02,-2.07,1.49,187275,0,0
9,12.4,8.5,1.6,2.5,18.4,60.0,-47.0,-1.92,1.52,187335,0,0
9,12.4,8.6,1.6,2.5,18.4,60.0,-46.96,-1.77,1.53,187396,0,0
9,12.4,8.6,1.6,2.5,18.2,60.0,-46.89,-1.63,1.52,187455,0,0
9,12.4,8.6,1.7,2.5,18.2,59.9,-46.81,-1.5,1.5,187515,0,0
9,12.4,8.7,1.7,2.5,18.1,60.0,-46.72,-1.38,1.49,187575,0,0
9,12.4,8.7,1.8,2.5,18.1,59.9,-46.63,-1.28,1.49,187635,0,0
9,12.4,8.8,1.8,2.5,18.0,59.8,-46.55,-1.2,1.5,187696,0,0
9,12.4,8.8,1.8,2.5,18.0,59.6,-46.47,-1.13,1.49,187755,0,0
9,12.4,8.8,1.9,2.5,17.9,59.6,-46.41,-1.1,1.5,187815,0,0
9,12.4,8.9,2.0,2.5,17.8,59.5,-46.36,-1.11,1.5,187876,0,0
9,12.4,9.0,2.1,2.5,17.8,59.5,-46.33,-1.15,1.5,187935,0,0
9,12.3,9.1,2.3,2.5,17.7,59.3,-46.3,-1.2,1.51,187996,0,0
9,12.3,9.2,2.4,2.5,17.7,59.2,-46.28,-1.26,1.52,188056,0,0
9,12.3,9.2,2.6,2.5,17.7,59.2,-46.27,-1.32,1.52,188115,0,0
9,12.3,9.3,2.7,2.4,17.7,59.1,-46.27,-1.38,1.52,188176,0,0
9,12.3,9.4,2.9,2.4,17.7,59.0,-46.26,-1.44,1.53,188236,0,0
9,12.3,9.5,3.0,2.5,17.6,58.9,-46.26,-1.49,1.54,188296,0,0
9,12.2,9.6,3.2,2.5,17.6,58.8,-46.27,-1.54,1.55,188356,0,0
9,12.2,9.7,3.3,2.4,17.6,58.6,-46.27,-1.59,1.56,188416,0,0
9,12.2,9.8,3.5,2.4,17.6,58.5,-46.28,-1.63,1.57,188476,0,0
9,12.2,9.9,3.7,2.5,17.6,58.4,-46.28,-1.66,1.58,188536,0,0
9,12.1,10.0,3.8,2.5,17.6,58.3,-46.29,-1.7,1.59,188596,0,0
